name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Pablo Maffeo,24,2026,78,83,20000000.0,23000.0,75,53,70,73,21,80,71,34,63,80,85,79,75,72,81,57,59,72,69,52,64,71,67,64,37,62,73,81,77,,,,,
G. Montiel,25,2026,79,81,20000000.0,28000.0,73,58,71,72,43,74,64,39,66,73,84,83,82,76,75,68,80,93,72,61,87,78,77,70,80,75,76,76,75,6,10,11,5,6
Vivian,22,2026,78,83,19500000.0,23000.0,46,48,75,69,46,52,28,22,68,69,74,77,64,80,71,62,83,74,80,33,78,77,30,46,67,65,81,81,79,9,8,12,10,8
R. Tapia,26,2024,79,81,19500000.0,26000.0,65,62,73,78,64,66,65,54,75,71,69,67,66,73,77,78,76,86,86,60,79,77,68,69,68,70,76,84,80,,,,,
L. Digne,28,2026,80,80,19000000.0,84000.0,88,60,70,79,68,78,83,83,73,80,78,76,74,77,78,83,90,80,69,76,76,76,73,75,60,79,76,77,79,6,12,9,6,13
Ricardo Pereira,28,2026,80,80,19000000.0,84000.0,80,64,69,80,59,78,77,52,77,81,76,76,76,80,78,73,75,70,67,64,79,78,77,77,61,81,80,81,80,16,12,15,11,11
F. Medina,23,2026,78,83,19000000.0,27000.0,58,33,73,76,29,68,37,32,67,73,69,75,62,76,66,27,71,69,81,32,82,78,63,64,44,77,79,79,78,13,5,12,13,13
K. Mavropanos,24,2025,78,83,19000000.0,22000.0,45,50,81,62,30,60,32,39,68,61,72,85,52,72,45,77,80,63,90,64,80,80,38,39,42,63,70,86,77,12,11,11,10,7
B. Sosa,24,2025,78,81,19000000.0,24000.0,88,41,64,79,44,81,83,68,75,79,78,75,74,81,69,70,68,79,69,65,66,74,69,79,31,78,73,76,72,10,6,6,8,9
L. Klostermann,26,2024,79,81,19000000.0,50000.0,72,55,77,74,41,71,47,22,63,73,79,91,63,81,60,58,79,80,75,31,71,80,68,55,32,68,84,81,85,8,12,10,7,7
Reinildo,28,2025,80,80,19000000.0,56000.0,72,57,76,74,53,74,68,36,60,75,82,85,77,78,71,60,81,83,75,47,80,77,70,64,44,73,77,83,79,6,8,13,15,7
J. Aidoo,26,2026,79,81,19000000.0,26000.0,34,18,79,74,21,35,24,28,50,59,69,79,68,73,68,50,86,81,91,23,88,82,25,23,31,63,74,80,78,,,,,
Álex Moreno,29,2026,80,80,18500000.0,84000.0,78,73,63,77,65,77,69,57,68,77,85,88,85,75,79,63,62,89,60,64,69,76,74,72,70,60,77,78,75,15,7,12,11,9
K. Zouma,27,2025,79,81,18500000.0,66000.0,49,47,83,67,47,50,60,59,67,62,52,68,52,76,52,63,91,62,92,49,84,77,49,60,59,73,79,79,77,14,14,7,9,15
I. Diop,25,2027,78,83,18500000.0,51000.0,37,30,78,68,48,52,32,34,63,62,56,70,52,73,48,51,76,67,87,31,79,79,42,43,44,70,78,79,78,10,7,6,14,9
J. Clauss,29,2025,80,80,18500000.0,45000.0,84,68,58,75,56,77,77,74,67,78,85,83,83,81,70,77,62,86,63,68,67,68,75,75,52,76,67,75,72,15,14,15,8,15
C. Günter,29,2026,80,80,18500000.0,34000.0,86,51,67,73,39,73,77,68,64,71,79,83,64,78,64,74,53,92,82,63,84,77,66,59,46,71,74,77,75,9,15,9,8,14
A. Marušić,29,2025,80,80,18500000.0,53000.0,76,56,76,71,68,75,76,54,55,76,87,89,64,76,77,79,81,82,83,77,76,76,69,60,58,75,75,78,75,8,9,7,10,10
R. Karsdorp,27,2025,79,79,18500000.0,66000.0,78,53,70,79,69,77,70,60,76,83,79,89,70,80,70,75,73,85,79,69,79,77,77,70,52,78,76,78,75,13,7,14,16,15
Lucas Vázquez,31,2024,81,81,18500000.0,140000.0,83,72,58,82,58,81,83,71,76,79,81,82,81,81,82,80,69,91,56,76,72,75,80,79,56,75,74,74,73,9,16,9,9,7
C. Montes,25,2028,78,83,18500000.0,19000.0,41,43,81,73,31,63,62,37,76,68,65,55,75,76,51,55,84,77,81,35,78,77,56,65,48,75,80,80,76,9,10,5,5,13
Alex Telles,29,"Jun 30, 2023",80,80,18500000.0,110000.0,84,63,66,80,66,77,87,79,79,79,78,79,75,79,70,87,81,82,62,83,76,79,76,78,83,75,74,77,76,13,8,12,11,14
W. Faes,24,2027,78,82,18000000.0,59000.0,33,35,79,75,28,55,41,36,71,68,52,55,43,78,57,62,74,73,80,28,80,77,41,42,43,69,75,82,79,12,10,8,7,7
H. Traoré,30,2023,80,80,18000000.0,50000.0,80,52,71,75,32,76,74,42,73,77,81,85,75,76,79,72,85,89,73,58,75,73,72,66,47,72,73,79,76,10,14,9,7,16
A. Rrahmani,28,2024,80,80,18000000.0,57000.0,49,43,78,69,39,59,49,41,65,69,55,69,49,79,47,60,75,70,85,66,81,79,49,48,34,70,83,85,83,12,8,13,8,7
Sergi Roberto,30,2024,80,80,18000000.0,125000.0,81,63,70,81,50,78,78,60,78,80,71,77,69,77,73,65,41,88,69,66,67,76,69,81,57,76,74,76,74,,,,,
Yuri Berchiche,32,2024,81,81,18000000.0,33000.0,78,61,74,79,65,72,80,55,72,79,81,81,80,80,79,82,84,83,79,76,85,80,62,71,59,78,76,78,76,12,13,9,8,11
H. Maguire,29,2024,80,80,17500000.0,110000.0,51,48,85,78,49,68,57,46,77,73,44,52,36,75,33,82,87,66,90,52,84,80,61,67,68,75,76,80,73,14,16,9,14,9
V. Lindelöf,27,2024,79,80,17500000.0,100000.0,62,42,76,79,38,70,64,53,81,77,54,63,62,78,60,72,76,69,77,52,79,83,51,72,60,83,80,81,78,12,16,8,7,9
L. Dunk,30,2025,80,80,17500000.0,68000.0,32,42,81,81,24,63,52,69,82,72,34,53,38,82,38,72,73,66,84,67,82,80,30,60,36,81,83,79,77,15,16,9,12,6
M. Hummels,33,2024,83,83,17500000.0,60000.0,65,57,86,81,64,67,66,53,83,75,44,55,60,86,62,71,70,66,87,49,71,87,57,80,68,89,88,85,82,15,6,10,5,6
Rafael Tolói,31,2024,81,81,17500000.0,55000.0,44,40,83,69,30,58,41,70,68,70,64,70,61,83,66,75,76,82,82,62,82,81,40,50,64,86,81,85,82,11,12,16,16,8
Marcão,26,2027,78,82,17500000.0,26000.0,35,31,70,75,34,69,56,34,72,74,64,65,62,79,61,52,85,86,83,29,89,79,25,58,52,78,80,78,76,8,8,8,10,5
J. Andersen,26,2026,78,81,16500000.0,51000.0,49,40,76,79,43,64,64,52,87,75,50,55,48,77,52,73,76,70,86,53,82,77,45,65,44,77,78,78,75,13,7,9,15,14
K. Walker-Peters,25,2025,78,80,16000000.0,48000.0,78,41,65,73,30,77,56,31,62,79,77,76,74,75,78,45,75,83,64,45,70,73,65,61,32,70,73,79,75,9,8,7,11,12
Vanderson,21,2027,76,84,16000000.0,29000.0,77,63,68,76,61,77,69,72,67,76,79,78,76,74,76,62,56,75,67,59,71,70,72,74,49,72,71,74,72,8,8,6,6,7
H. Hateboer,28,2024,79,79,16000000.0,51000.0,79,64,76,75,58,78,57,36,73,78,79,85,68,79,74,72,74,76,75,58,76,74,76,72,47,76,76,78,77,11,6,8,14,15
M. Lazzari,28,2027,79,79,16000000.0,51000.0,83,67,44,78,59,82,68,58,75,81,93,91,89,78,89,53,39,86,56,57,66,73,74,74,55,76,72,75,69,14,6,11,5,11
W. Singo,21,2023,76,85,16000000.0,26000.0,78,55,80,74,50,78,67,40,63,69,79,83,79,69,60,72,75,78,76,51,64,69,66,55,46,58,69,74,72,11,6,7,13,7
Miranda,22,2024,77,83,16000000.0,19000.0,80,55,73,76,35,77,67,73,63,78,79,79,74,72,63,79,74,68,63,69,69,70,68,64,44,62,69,78,77,11,8,12,9,6
Moncayola,24,2031,77,82,16000000.0,25000.0,67,67,55,82,50,70,56,49,79,77,65,65,67,76,66,65,56,75,67,66,75,76,74,77,50,73,72,78,77,7,7,11,11,14
Fran García,22,2025,76,85,16000000.0,16000.0,73,42,55,74,39,76,69,36,62,74,90,89,84,69,91,63,62,81,63,53,65,72,66,62,39,67,65,76,73,9,6,12,9,11
M. Niakhaté,26,2025,78,80,15500000.0,57000.0,66,37,81,73,39,69,41,36,70,65,69,87,66,77,52,49,77,63,83,38,79,79,49,58,74,73,77,81,75,9,14,6,8,7
M. Gusto,19,"Jun 30, 2023",76,85,15500000.0,39000.0,77,44,57,71,52,76,73,36,62,74,87,90,74,71,77,60,68,83,65,46,74,67,71,64,45,72,65,72,73,10,6,14,8,11
A. Truffert,20,2025,76,84,15500000.0,27000.0,77,52,59,72,54,75,66,53,70,74,74,77,71,71,75,63,71,79,65,51,67,72,71,66,54,68,71,77,76,,,,,
A. Theate,22,2026,77,83,15500000.0,34000.0,53,23,74,63,24,53,33,37,57,64,67,76,59,74,53,70,70,72,84,58,80,79,23,50,32,72,77,81,76,7,6,12,11,10
P. Lienhart,25,2024,78,80,15500000.0,27000.0,41,24,83,73,21,59,28,40,70,62,63,75,64,77,62,29,69,67,78,34,76,78,35,53,41,75,80,82,79,14,8,11,12,14
O. Kossounou,21,2026,76,84,15500000.0,29000.0,58,26,76,69,28,66,33,23,69,69,74,77,63,70,56,52,74,76,81,24,73,77,44,57,32,65,74,78,77,5,8,6,10,6
M. Lacroix,22,2025,76,84,15500000.0,31000.0,35,29,74,71,28,66,37,26,66,68,82,84,64,76,55,46,80,67,81,27,74,78,32,50,38,80,77,77,75,,,,,
A. Diallo,26,"Jun 30, 2023",78,80,15500000.0,65000.0,68,38,78,78,39,72,58,32,76,76,69,74,71,76,75,51,84,73,77,24,74,77,61,69,41,78,78,78,80,12,7,7,7,8
Alex Sandro,31,2023,80,80,15500000.0,95000.0,82,55,73,75,68,79,78,56,66,81,71,79,69,77,76,78,78,79,77,72,74,75,69,72,60,78,73,79,77,7,7,9,12,5
Mário Rui,31,2025,80,80,15500000.0,54000.0,83,42,60,78,57,78,76,74,76,80,84,79,88,78,87,72,90,83,55,73,80,78,64,70,60,71,74,77,77,13,5,9,8,14
C. Biraghi,29,2024,79,79,15500000.0,55000.0,85,58,70,77,54,76,82,88,75,78,76,76,71,78,75,82,72,81,71,80,76,77,75,72,76,82,79,76,74,12,6,14,10,7
Arnau Martínez,19,2025,76,85,15500000.0,12000.0,75,50,68,74,35,74,68,40,66,73,82,78,76,74,67,56,69,77,66,45,68,73,61,65,50,65,68,73,71,,,,,
C. Lenglet,27,"Jun 30, 2023",78,80,15000000.0,105000.0,55,39,77,83,37,57,59,31,75,72,68,68,61,77,58,58,83,71,79,46,75,78,54,66,49,79,80,75,72,10,10,9,12,7
M. de Roon,31,2024,80,80,15000000.0,51000.0,68,63,75,76,63,71,61,54,74,75,64,74,61,78,73,77,80,86,81,77,84,83,70,70,80,83,82,84,79,14,15,7,12,12
D. Zappacosta,30,2025,79,79,15000000.0,48000.0,81,60,69,75,69,76,76,59,68,74,77,79,71,73,68,78,72,81,66,74,75,76,72,68,59,73,74,77,78,11,9,8,6,11
S. Umtiti,28,"Jun 30, 2023",79,79,15000000.0,125000.0,61,51,76,76,65,61,72,62,73,69,59,66,58,76,64,83,82,55,82,70,79,80,51,58,59,74,80,80,77,15,10,14,12,15
Adrià Pedrosa,24,2023,77,82,15000000.0,16000.0,73,61,59,73,58,81,74,40,65,75,91,89,83,73,77,63,63,89,64,58,78,70,70,68,45,73,69,72,70,14,14,14,10,8
Pedraza,26,2026,78,79,15000000.0,31000.0,76,72,67,74,63,77,74,57,68,76,79,82,76,75,68,78,69,82,75,69,69,72,75,69,64,66,74,77,75,12,6,14,7,12
T. Mings,29,2026,79,79,14500000.0,80000.0,70,37,77,75,34,68,53,37,75,67,61,78,55,79,46,61,71,74,86,42,86,77,53,57,45,71,79,78,80,7,10,13,7,15
J. Tarkowski,29,2026,79,79,14500000.0,45000.0,59,40,82,63,40,55,54,53,71,64,49,60,55,78,53,63,87,68,84,38,82,78,43,62,52,76,81,83,81,14,8,12,9,7
D. Sánchez,26,2024,78,79,14500000.0,74000.0,36,44,77,71,32,62,31,27,67,70,68,80,61,76,58,66,75,68,80,44,85,79,34,48,44,70,77,78,83,9,7,10,6,15
M. Darmian,32,2024,80,80,14500000.0,63000.0,75,55,72,76,59,72,69,35,71,75,68,73,77,82,77,69,77,80,62,56,74,82,78,65,45,79,82,83,79,,,,,
Igor,24,2024,77,82,14500000.0,39000.0,24,22,67,67,27,44,32,25,52,63,69,77,66,60,66,44,70,78,90,36,84,76,48,56,28,65,78,82,77,,,,,
Gabriel Paulista,31,2024,80,80,14500000.0,38000.0,67,42,81,77,48,60,57,46,72,71,65,67,65,75,63,61,80,75,79,50,87,80,51,65,51,69,79,81,80,15,6,15,15,7
N. Gudelj,30,2023,79,79,14500000.0,29000.0,74,62,75,83,69,66,82,79,78,79,54,60,62,78,50,89,72,81,87,85,83,79,65,74,74,80,78,79,77,8,11,8,14,12
N. Collins,21,2027,76,83,14000000.0,43000.0,50,29,75,68,22,62,39,25,66,66,64,75,46,76,53,46,77,72,79,19,76,76,24,39,35,74,77,78,76,,,,,
A. Webster,27,2026,78,79,14000000.0,58000.0,50,30,78,77,27,69,27,25,73,74,64,73,62,76,57,37,77,69,79,32,75,76,26,55,24,78,82,80,75,,,,,
Dodô,23,2027,77,81,14000000.0,39000.0,78,60,55,77,49,77,71,52,66,79,85,88,82,75,86,66,77,79,67,50,73,72,78,72,50,76,73,74,70,14,14,10,14,5
Eric García,21,2026,76,83,14000000.0,67000.0,54,42,76,85,31,64,65,31,79,72,55,68,64,75,56,51,77,65,72,44,76,76,42,68,44,79,77,78,77,,,,,
Azpilicueta,32,2024,80,80,13500000.0,100000.0,78,46,77,79,51,68,68,58,79,76,68,61,67,84,73,68,83,72,70,60,84,80,62,72,66,78,81,82,82,13,9,10,6,5
E. Dier,28,2024,78,79,13500000.0,77000.0,64,52,80,71,51,65,68,76,74,68,51,53,36,76,46,82,64,70,88,74,87,74,51,62,74,70,76,79,81,11,14,6,13,9
Emerson Royal,23,2026,77,80,13500000.0,59000.0,75,57,70,77,44,74,73,47,65,76,72,75,71,72,67,77,79,76,74,62,80,73,73,65,48,65,73,77,78,11,13,9,10,13
P. Frankowski,27,2026,78,78,13500000.0,32000.0,78,71,57,76,72,76,71,62,72,76,92,91,74,78,75,73,74,83,70,72,69,67,74,74,76,75,66,70,68,7,14,13,8,11
G. Maripán,28,2024,78,79,13500000.0,48000.0,41,39,80,71,31,49,29,27,72,63,32,33,30,78,32,58,67,57,91,35,80,79,46,56,30,75,79,80,75,7,12,7,16,12
S. Gigot,28,2025,78,79,13500000.0,38000.0,61,35,75,71,30,56,37,33,67,68,63,69,58,76,54,44,78,71,84,33,84,83,54,55,45,68,75,79,76,11,15,13,10,10
M. Demiral,24,2026,77,81,13500000.0,35000.0,31,32,75,59,42,57,48,23,59,59,65,80,63,68,63,60,71,68,84,38,85,78,26,38,41,74,78,83,79,15,7,13,6,11
D. Ćaleta-Car,25,2026,77,81,13000000.0,45000.0,28,32,75,75,32,59,28,31,74,67,55,60,42,75,58,67,80,66,87,27,80,78,54,64,38,79,79,77,76,,,,,
B. Henrichs,25,2025,77,80,13000000.0,41000.0,76,50,63,76,53,77,73,49,66,76,74,73,75,76,69,62,66,75,68,46,68,75,62,69,59,73,74,77,75,8,9,13,12,14
S. Aurier,29,2023,78,78,12500000.0,59000.0,80,58,79,81,61,73,69,36,71,78,74,70,68,76,76,76,88,66,72,55,86,75,68,71,64,73,75,76,78,7,10,15,16,9
V. Coufal,29,2023,78,78,12500000.0,63000.0,78,50,70,75,61,72,74,42,73,75,70,64,67,77,77,66,85,84,76,59,86,76,68,68,49,72,77,81,77,13,12,12,6,13
Nélson Semedo,28,2025,78,78,12500000.0,72000.0,75,50,58,75,42,78,63,34,65,80,82,82,80,76,79,74,80,78,69,58,81,76,73,64,38,78,72,77,76,16,12,10,14,12
R. Henry,24,2026,77,79,12500000.0,37000.0,68,40,53,68,33,71,49,39,57,74,91,89,89,74,90,44,92,80,65,36,76,73,67,55,43,69,76,75,73,13,12,12,6,12
Juan Bernat,29,2025,78,78,12500000.0,68000.0,81,63,56,78,61,81,78,51,73,80,75,73,80,80,87,70,74,53,53,62,75,77,77,76,53,78,74,80,77,8,9,12,11,16
K. Itakura,25,2026,77,80,12500000.0,25000.0,34,41,70,74,34,68,41,40,69,70,77,69,71,74,69,67,84,85,75,36,74,82,48,59,38,73,77,80,80,13,6,9,10,12
T. Hübers,25,2023,77,80,12500000.0,25000.0,40,36,75,67,35,56,38,39,65,61,77,81,48,75,54,51,71,63,78,40,74,84,42,53,40,66,78,78,77,14,11,14,9,13
P. Max,28,"Jun 30, 2023",78,78,12500000.0,19000.0,84,63,60,76,45,73,78,75,74,76,79,80,76,77,74,79,72,82,70,63,73,73,69,73,60,74,69,72,71,15,12,11,8,11
S. Kjær,33,2024,81,81,12500000.0,68000.0,50,55,80,75,37,52,52,66,70,69,55,66,55,78,55,74,77,63,82,41,83,83,31,55,61,70,85,82,78,6,10,13,10,15
Marcos Alonso,31,2024,79,79,12500000.0,115000.0,84,70,83,83,76,78,85,86,75,83,55,52,64,81,56,84,73,79,74,75,75,76,77,74,63,79,72,81,79,9,7,13,9,12
Fernando,34,2024,83,83,12500000.0,39000.0,62,54,74,82,56,70,65,53,79,78,62,67,70,82,62,76,76,81,81,68,84,83,62,78,54,77,83,83,83,7,5,9,3,5
C. Coady,29,"Jun 30, 2023",78,78,12000000.0,72000.0,67,52,78,81,56,60,60,57,86,79,41,51,48,79,54,68,84,73,74,60,65,78,51,75,60,80,81,79,72,8,15,10,12,8
R. Aït-Nouri,21,2026,75,83,12000000.0,41000.0,75,51,62,71,48,79,72,58,66,78,81,80,76,70,76,62,57,74,59,48,65,71,67,67,42,69,71,74,73,15,11,8,14,12
E. Pinnock,29,2025,78,78,12000000.0,48000.0,42,33,77,67,33,60,40,37,65,66,65,73,54,77,53,53,83,73,85,31,82,77,39,58,44,71,79,80,78,5,9,13,6,8
Ismaily,32,2023,79,79,12000000.0,35000.0,80,60,58,81,55,81,65,50,67,81,84,78,72,79,82,75,63,84,75,65,62,79,82,71,51,79,75,74,72,8,8,14,11,10
B. Diakité,21,2026,75,83,12000000.0,19000.0,66,32,68,72,39,68,52,36,61,73,74,80,69,72,64,62,76,78,73,34,69,74,58,57,48,66,74,73,74,,,,,
D. Spence,21,"Jun 30, 2023",75,84,12000000.0,44000.0,71,38,48,68,27,77,57,28,53,72,87,89,79,73,66,54,60,76,63,45,46,71,56,52,37,65,67,73,64,13,8,7,11,6
M. Halstenberg,30,2024,78,78,12000000.0,46000.0,80,59,78,79,60,73,77,75,66,75,55,63,61,77,59,79,84,78,79,69,75,72,63,65,73,74,74,76,72,9,15,14,10,16
J. Mæhle,25,2025,77,79,12000000.0,39000.0,73,50,59,73,63,71,63,40,68,74,78,87,67,74,64,65,82,87,74,62,73,70,76,66,33,73,70,72,70,12,8,12,10,8
J. Cuadrado,34,2023,81,81,12000000.0,110000.0,83,68,65,80,70,86,84,76,74,82,88,89,89,74,81,84,79,74,61,80,80,72,76,77,65,78,72,79,81,5,5,13,6,9
L. Martínez Quarta,26,2025,77,80,12000000.0,45000.0,64,50,80,76,51,68,57,49,74,72,55,69,73,73,65,65,86,73,79,59,86,75,52,68,66,79,72,79,75,10,15,12,10,15
Gorosabel,25,2024,77,79,12000000.0,27000.0,76,38,71,77,39,71,63,39,70,74,73,76,71,76,75,52,71,71,66,58,65,75,67,67,38,68,73,78,76,8,6,10,10,15
Hugo Guillamón,22,2026,75,83,12000000.0,23000.0,55,55,72,78,45,59,53,38,75,73,60,55,62,71,67,57,72,75,68,48,74,73,35,69,68,67,75,76,75,13,11,13,13,13
L. Badé,22,"Jun 30, 2023",75,83,12000000.0,30000.0,31,45,74,72,24,58,35,23,63,73,54,61,52,67,41,59,75,67,84,44,71,74,33,57,33,73,75,77,75,,,,,
A. Espino,30,2023,78,78,12000000.0,30000.0,77,60,62,67,50,76,69,57,70,69,88,86,74,66,77,80,66,90,79,55,81,76,70,60,51,69,72,78,76,15,6,8,12,5
Víctor Chust,22,2026,75,84,12000000.0,21000.0,28,28,73,76,30,41,27,30,68,73,68,71,38,69,57,32,74,56,73,26,69,75,41,35,35,68,77,78,76,7,9,6,14,11
K. Tsimikas,26,2025,77,78,11500000.0,80000.0,80,49,55,72,39,75,75,68,68,75,83,80,78,74,73,69,77,77,71,64,80,73,72,69,54,70,72,75,74,8,12,8,13,10
D. Burn,30,2024,78,78,11500000.0,74000.0,67,25,78,75,22,69,48,46,67,67,40,60,34,77,30,53,50,78,89,29,85,77,56,58,48,75,82,80,77,15,13,7,8,10
R. Sessegnon,22,2025,76,82,11500000.0,55000.0,76,66,55,76,55,77,74,31,65,78,81,79,79,73,78,67,66,75,60,55,67,71,77,75,61,76,73,73,65,6,11,7,8,7
T. Castagne,26,2025,77,78,11500000.0,65000.0,77,56,69,75,40,76,58,33,70,77,75,76,68,77,66,62,74,79,66,52,75,77,76,69,47,68,75,74,72,14,9,15,10,15
T. Mitchell,22,2025,76,82,11500000.0,38000.0,69,36,53,63,36,68,52,39,53,70,78,76,78,76,75,40,57,74,63,38,74,78,59,59,45,61,76,79,77,9,12,14,8,14
P. Groß,31,2025,78,78,11500000.0,64000.0,84,74,53,82,65,77,85,77,79,79,55,50,67,80,67,76,71,86,68,80,69,60,79,82,72,83,66,63,60,8,15,15,16,11
J. Veltman,30,2023,78,78,11500000.0,58000.0,72,50,74,75,38,68,51,34,73,72,63,64,66,79,66,60,77,75,73,41,80,79,55,55,42,79,81,81,78,7,10,6,9,11
T. Weah,22,2024,75,82,11500000.0,25000.0,67,72,67,71,71,76,64,53,63,75,85,87,86,74,73,73,68,74,69,69,64,64,74,72,60,70,61,64,60,7,9,12,15,14
Nuno Tavares,22,"Jun 30, 2023",76,82,11500000.0,52000.0,78,61,58,71,44,75,73,55,67,75,83,90,77,70,60,80,58,83,81,69,73,64,76,62,42,73,66,75,73,8,13,6,12,13
D. Blind,32,2023,79,79,11500000.0,56000.0,80,56,76,84,66,77,84,62,83,83,41,38,71,80,72,74,77,73,71,64,64,85,66,82,54,83,80,80,80,12,9,10,14,10
N. Elvedi,25,2024,77,79,11500000.0,25000.0,65,30,76,76,30,62,45,29,61,72,66,70,64,77,55,50,80,75,81,45,72,78,53,60,37,67,78,78,76,,,,,
S. Dest,21,"Jun 30, 2023",76,82,11500000.0,67000.0,74,58,59,80,44,83,72,43,69,77,86,83,88,75,80,65,55,77,59,62,68,68,72,72,39,74,66,72,74,11,10,10,15,15
Rodrigo Becão,26,2024,77,79,11500000.0,17000.0,48,30,80,69,24,38,49,27,65,60,46,52,50,76,48,44,71,54,76,32,82,79,30,41,31,72,80,80,76,5,9,6,6,12
I. Hien,23,2026,75,83,11500000.0,20000.0,28,30,71,62,33,54,29,25,58,61,67,79,49,73,47,49,79,55,89,39,80,76,39,49,45,58,77,76,70,,,,,
Carlos Augusto,23,2024,76,81,11500000.0,38000.0,76,65,70,76,74,75,76,72,71,75,75,79,80,74,73,78,72,85,78,80,76,74,72,71,54,77,75,78,78,11,12,5,12,13
Odriozola,26,2024,77,78,11500000.0,105000.0,77,48,72,73,48,75,71,47,70,74,77,83,75,73,78,61,71,78,58,59,62,73,69,63,62,67,73,74,75,,,,,
D. Djené,30,2023,78,78,11500000.0,28000.0,60,29,74,73,22,50,51,48,69,70,72,66,72,80,70,67,81,69,77,29,87,81,49,42,41,73,80,80,77,7,15,7,10,10
R. Holding,26,2024,77,78,11000000.0,65000.0,50,30,74,75,27,64,33,30,66,69,55,54,54,78,61,48,76,61,78,27,75,78,40,57,38,74,77,81,78,,,,,
I. Perišić,33,2024,80,80,11000000.0,86000.0,86,78,80,79,81,81,79,75,79,82,77,72,74,80,72,84,87,83,76,78,67,71,80,76,76,86,75,74,68,6,7,10,9,6
Ç. Söyüncü,26,2023,77,78,11000000.0,65000.0,46,39,74,74,48,62,39,39,64,66,64,76,64,76,55,65,76,65,82,44,86,76,42,52,52,76,75,77,75,,,,,
T. Adarabioyo,24,2024,76,82,11000000.0,40000.0,38,30,73,74,25,55,30,22,72,67,67,78,53,72,53,36,77,68,82,28,76,75,28,51,35,76,76,77,74,14,11,11,8,9
T. Lamptey,21,2025,75,82,11000000.0,35000.0,76,47,54,71,32,77,60,35,62,71,91,82,85,72,93,48,63,64,35,36,75,71,55,59,40,73,70,73,74,15,13,12,5,13
W. Omari,22,2026,76,82,11000000.0,32000.0,44,25,77,73,31,59,44,32,64,68,63,72,56,74,54,52,72,70,75,33,72,76,34,51,41,69,77,79,76,,,,,
P. Schuurs,22,2026,76,82,11000000.0,31000.0,69,57,74,75,52,68,68,71,77,72,65,75,62,74,36,85,74,75,77,70,70,80,44,70,57,77,75,80,78,10,13,9,7,6
N. Pérez,22,2027,76,82,11000000.0,14000.0,21,21,74,69,22,39,21,32,60,61,60,55,48,75,55,42,77,69,75,16,80,78,26,36,40,70,79,80,77,9,8,8,9,6
Thierry Correia,23,2026,76,82,11000000.0,25000.0,74,43,58,72,52,76,74,42,62,73,88,92,76,78,72,55,74,72,69,54,68,69,65,64,46,72,69,74,72,10,15,6,6,7
Catena,27,2023,77,79,11000000.0,20000.0,39,38,80,73,29,35,42,31,71,66,65,66,60,72,52,52,83,78,79,32,75,76,33,55,44,68,77,79,77,9,9,14,8,11
K. Rekik,27,2025,77,79,11000000.0,25000.0,40,33,78,75,35,57,35,35,68,69,61,70,64,76,61,60,77,64,78,31,83,76,41,59,41,71,76,77,79,9,9,14,14,9
Domingos Duarte,27,2026,77,79,11000000.0,26000.0,54,30,79,77,27,48,31,27,56,64,54,51,31,78,37,50,59,71,81,31,82,79,40,44,45,64,77,80,78,9,9,14,14,13
T. Chalobah,22,2026,76,81,10500000.0,64000.0,53,44,72,75,40,69,49,43,70,72,62,66,51,75,55,55,61,67,82,50,74,77,49,64,42,68,76,78,76,,,,,
A. Hickey,20,2026,75,82,10500000.0,28000.0,72,48,61,73,56,74,62,40,69,75,79,75,74,69,64,64,64,78,54,61,69,67,59,67,48,72,71,74,73,13,14,8,13,5
Tiago Djaló,22,2024,75,82,10500000.0,23000.0,57,36,70,69,35,62,53,32,65,67,79,83,65,73,49,59,69,70,84,38,74,75,51,56,47,69,76,78,75,,,,,
Tuta,22,2026,76,81,10500000.0,21000.0,60,48,74,75,46,67,42,39,74,73,68,82,68,76,69,59,79,74,78,40,77,76,45,50,62,76,77,74,73,7,11,5,15,12
Diogo Leite,23,"Jun 30, 2023",75,82,10500000.0,10000.0,29,30,76,72,32,55,35,20,69,67,59,55,64,75,57,59,74,72,76,38,70,77,30,34,38,68,77,79,74,,,,,
J. Juranović,26,2027,77,77,10500000.0,29000.0,76,57,57,76,57,73,76,77,69,72,85,87,82,73,82,78,59,82,61,62,72,67,69,74,82,73,71,75,68,12,9,10,15,11
J. Bijol,23,2027,75,82,10500000.0,13000.0,50,57,80,75,55,60,47,47,74,65,62,67,53,70,51,71,78,72,84,53,70,72,53,66,53,70,76,75,73,13,7,12,10,13
J. Doig,20,2026,75,82,10500000.0,16000.0,75,62,67,72,58,74,66,45,63,71,78,85,71,63,71,66,68,84,72,66,71,67,69,63,37,60,62,72,72,,,,,
M. Salisu,23,2024,76,81,10000000.0,38000.0,40,30,72,71,22,47,50,32,58,62,63,74,53,68,49,60,72,67,86,28,79,80,35,24,40,62,77,77,74,7,7,11,10,6
