name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
N. Molina,24,2027,80,84,28000000.0,46000.0,79,67,62,78,62,76,68,44,69,78,84,86,81,80,76,70,75,86,61,67,74,77,77,75,45,72,76,75,73,,,,,
Joelinton,25,2024,80,83,27500000.0,90000.0,56,68,80,81,59,84,55,38,76,85,75,80,68,82,73,81,80,87,88,61,87,80,79,81,61,80,78,82,74,9,13,8,13,13
J. Ward-Prowse,27,2026,81,81,27500000.0,69000.0,90,70,57,85,51,74,93,94,84,81,66,54,75,75,76,81,65,91,64,79,76,67,68,82,77,79,64,74,65,12,12,10,15,15
W. Ndidi,25,2024,81,82,27500000.0,82000.0,53,50,68,76,66,65,60,60,73,75,64,69,65,81,66,80,89,87,79,67,85,83,64,56,56,76,84,86,81,13,14,7,7,13
S. Fofana,27,2024,81,81,27500000.0,43000.0,62,74,58,82,68,81,72,62,78,82,73,73,69,82,67,83,62,91,87,84,79,79,78,79,56,82,68,80,71,9,8,9,11,10
Y. Fofana,23,2024,80,84,27500000.0,46000.0,66,64,63,80,46,77,66,56,78,79,68,73,70,79,75,76,59,83,77,69,78,81,72,77,64,76,78,81,76,,,,,
G. Reyna,19,2025,78,85,27500000.0,25000.0,70,71,45,79,77,85,79,64,64,79,78,78,84,77,77,78,66,73,74,77,57,37,73,78,50,78,35,35,37,10,13,14,12,7
D. Dumfries,26,2025,81,82,27500000.0,68000.0,77,67,84,76,38,72,69,35,71,76,77,87,69,81,60,68,90,92,89,54,83,78,76,59,48,74,76,79,77,10,10,7,13,14
Nico Williams,19,2024,78,85,27500000.0,16000.0,75,75,68,74,63,84,76,72,59,80,92,92,91,71,84,75,66,77,61,72,36,40,72,69,62,73,36,20,18,9,13,12,12,14
S. Chukwueze,23,2024,79,85,27500000.0,32000.0,73,74,44,73,70,87,73,58,60,81,92,86,86,74,83,79,67,70,66,74,47,33,76,70,55,72,40,32,33,13,7,9,7,6
Matheus Cunha,23,"Jun 30, 2023",79,84,27000000.0,53000.0,75,79,68,78,75,86,77,64,67,83,79,86,85,79,70,82,74,79,72,80,69,30,80,77,74,81,33,33,32,8,7,13,13,11
M. Camara,22,2027,78,85,27000000.0,39000.0,53,51,53,78,49,74,63,51,74,77,84,79,88,78,91,68,80,90,69,63,82,74,63,70,57,77,73,78,74,7,5,5,8,11
Brahim,22,"Jun 30, 2023",79,84,27000000.0,120000.0,71,71,30,83,55,82,74,61,74,83,84,76,89,72,91,71,66,65,44,73,41,30,75,78,58,72,40,23,21,13,9,13,10,6
L. Majer,24,2027,79,84,26500000.0,45000.0,79,71,55,82,67,85,86,77,79,84,76,63,84,78,69,76,57,77,64,72,62,63,77,80,78,78,56,65,58,9,12,12,5,6
M. Reus,33,2024,84,84,26500000.0,72000.0,84,84,44,85,86,86,87,85,78,86,74,63,82,85,81,85,68,72,66,81,51,56,84,86,81,86,59,47,59,12,12,13,13,11
R. Andrich,27,2026,81,82,26500000.0,57000.0,71,74,74,79,70,74,78,76,78,76,59,55,59,79,61,84,81,87,83,80,88,80,72,73,62,73,80,80,77,7,9,10,13,15
D. Sow,25,2024,80,82,26500000.0,34000.0,70,69,63,81,66,76,68,62,83,83,76,78,75,78,73,72,72,90,75,70,80,80,75,78,58,81,77,79,74,,,,,
F. Dimarco,24,2026,80,83,26500000.0,54000.0,83,69,49,79,77,77,82,79,78,82,79,77,74,79,84,69,64,81,65,76,68,75,81,77,66,69,74,76,74,9,8,12,7,7
Sergio Busquets,33,2023,85,85,26500000.0,190000.0,62,67,68,87,50,80,66,68,85,85,40,43,66,81,50,61,66,75,70,54,79,84,76,83,60,90,83,83,82,5,8,13,9,13
G. Rodríguez,27,2024,81,82,26500000.0,30000.0,59,43,74,82,47,70,49,50,75,75,55,52,47,76,45,80,35,76,80,69,84,84,68,72,53,70,84,86,84,12,11,14,16,6
M. Caicedo,20,2027,78,85,26000000.0,42000.0,53,58,57,80,52,73,51,54,74,77,78,72,75,71,76,72,80,80,70,71,73,79,68,72,54,76,76,79,76,,,,,
B. Bourigeaud,28,2026,81,81,26000000.0,61000.0,83,75,66,83,78,82,80,82,79,82,74,75,72,81,72,77,72,86,72,78,74,73,78,81,76,78,63,68,58,14,7,15,11,15
M. Politano,28,2024,81,81,26000000.0,72000.0,80,76,40,79,75,83,79,77,76,84,84,82,89,81,88,78,50,77,41,82,63,38,76,77,70,79,63,29,29,11,12,6,8,11
Iñaki Williams,28,2028,81,81,26000000.0,37000.0,75,77,75,74,74,80,76,58,66,76,93,94,79,82,62,85,89,87,83,76,76,30,85,73,68,81,42,44,38,14,15,14,10,13
H. Ziyech,29,2025,81,81,25500000.0,130000.0,85,72,52,84,74,83,90,78,85,83,78,74,82,80,78,81,33,72,58,79,73,51,78,84,67,79,44,57,41,11,7,11,8,14
M. Sabitzer,28,"Jun 30, 2023",81,81,25500000.0,72000.0,74,78,60,83,82,79,76,78,81,83,73,66,74,80,77,84,69,77,75,83,78,67,77,81,72,80,73,76,67,11,13,14,15,13
J. Hofmann,29,2025,81,81,25500000.0,40000.0,80,79,48,84,69,79,77,71,83,80,75,77,79,83,78,74,61,86,66,74,70,75,82,81,71,81,70,57,57,,,,,
Zubimendi,23,2027,79,85,25500000.0,29000.0,65,67,65,79,49,72,67,47,76,79,67,64,73,84,75,61,78,79,68,69,70,83,79,76,45,81,77,80,77,7,6,12,14,13
E. Buendía,25,2026,80,81,25000000.0,84000.0,78,74,75,83,68,83,81,74,79,84,75,68,80,77,87,77,75,71,63,73,83,60,75,85,62,77,67,68,61,11,10,13,7,9
K. Phillips,26,2028,80,83,25000000.0,110000.0,70,62,63,81,55,72,62,71,80,79,69,64,72,77,73,75,82,73,75,68,84,77,66,75,58,78,79,81,79,8,8,8,12,14
J. Bowen,25,2025,80,81,25000000.0,73000.0,79,80,64,76,69,82,71,70,67,81,79,77,79,79,83,74,65,79,63,76,57,37,80,75,70,77,49,40,36,14,8,14,10,7
T. Savanier,30,2026,81,81,25000000.0,33000.0,84,74,47,84,68,82,83,82,84,83,68,61,85,79,90,79,32,77,62,81,83,78,76,85,77,85,67,71,69,12,11,15,10,10
L. Blas,24,2024,79,83,25000000.0,28000.0,73,72,58,80,77,85,77,69,75,82,78,69,79,76,76,81,66,74,63,83,55,66,74,78,83,84,47,64,59,12,9,14,14,15
G. Kondogbia,29,2024,81,81,25000000.0,65000.0,64,69,77,82,62,75,64,66,81,80,68,70,73,84,57,87,79,88,91,84,85,86,79,81,53,81,81,81,80,,,,,
Brais Méndez,25,2028,80,81,25000000.0,37000.0,79,82,71,84,69,82,74,75,82,83,73,71,76,82,56,77,70,72,73,79,74,62,81,84,72,80,63,69,61,10,5,10,12,8
D. Raum,24,2027,79,84,24500000.0,43000.0,86,57,59,73,52,79,81,63,71,77,86,85,77,76,77,64,63,87,76,65,69,75,59,78,49,75,72,74,74,,,,,
Fran Beltrán,23,2026,79,84,24500000.0,22000.0,72,53,60,84,55,78,54,55,82,77,62,57,77,75,78,61,57,67,63,60,68,78,63,79,49,66,77,81,80,,,,,
J. Foyth,24,2026,79,84,24500000.0,29000.0,70,43,75,76,43,69,61,47,69,77,71,73,69,76,71,56,73,73,78,42,79,79,53,65,47,67,80,82,79,8,15,7,14,9
Fábio Vieira,22,2027,77,85,23500000.0,62000.0,73,69,46,79,65,78,74,68,76,79,76,74,76,71,69,73,47,62,48,74,51,33,73,82,69,75,41,42,35,9,5,15,13,6
Y. Bissouma,25,2026,79,84,23500000.0,77000.0,65,58,65,79,65,78,62,75,75,77,71,72,73,76,77,79,79,75,75,76,76,81,68,74,58,79,76,81,76,12,8,8,12,8
Tetê,22,"Jun 30, 2023",77,86,23500000.0,1000.0,70,75,56,76,55,81,66,70,68,79,80,83,83,74,75,74,60,71,56,69,44,41,71,70,72,77,42,38,27,7,11,5,9,11
K. Koné,21,2025,77,86,23500000.0,21000.0,70,71,68,78,55,84,70,50,77,82,75,67,76,75,76,74,70,75,73,72,74,70,69,78,54,76,64,74,70,11,10,11,9,10
R. Baku,24,2025,79,83,23500000.0,40000.0,79,74,49,76,63,83,79,48,71,78,84,82,85,78,90,77,73,91,73,73,74,75,76,75,60,76,74,74,75,12,8,7,10,9
Rodri,22,2026,77,85,23500000.0,21000.0,68,74,48,81,42,79,62,54,75,80,78,71,82,73,83,78,60,62,49,76,52,35,74,79,54,65,32,42,44,11,12,11,13,13
Luiz Henrique,21,2028,77,85,23500000.0,18000.0,75,71,68,74,67,84,52,46,66,83,84,84,79,65,74,79,67,75,62,62,62,44,74,66,57,63,43,49,48,14,12,7,9,8
G. Plata,21,2027,77,86,23500000.0,18000.0,70,68,44,72,71,82,77,54,59,82,90,87,90,75,82,73,58,61,68,66,62,40,75,73,62,77,43,46,38,13,8,14,10,12
L. Trossard,27,2027,80,80,23000000.0,95000.0,77,80,65,77,76,83,83,69,74,82,88,76,92,78,85,80,78,76,60,79,47,18,79,78,75,83,30,31,18,14,8,11,7,7
N. Madueke,20,2030,77,86,23000000.0,72000.0,65,72,42,71,67,85,75,63,64,81,92,89,84,74,80,73,76,64,64,72,53,31,67,69,61,71,42,32,37,5,13,6,12,15
H. Elliott,19,2027,77,87,23000000.0,49000.0,75,64,40,78,60,81,61,57,70,79,79,72,87,72,87,63,40,74,40,64,48,41,79,80,59,76,44,43,35,10,10,6,14,7
F. Neuhaus,25,2024,79,82,23000000.0,32000.0,68,71,55,83,63,80,77,55,84,78,64,66,76,77,78,75,54,81,65,77,60,72,70,80,53,75,67,67,64,6,11,10,11,15
T. Ndombele,25,"Jun 30, 2023",79,82,23000000.0,85000.0,73,68,56,84,62,88,74,59,79,86,68,64,81,77,86,79,58,52,75,74,73,69,70,84,58,86,67,72,69,8,10,13,8,7
N. Rovella,20,"Jun 30, 2023",77,86,23000000.0,62000.0,67,52,56,81,68,75,74,71,79,79,75,79,79,74,77,72,67,87,59,76,80,74,68,76,60,74,74,79,77,9,12,11,9,10
Álex Berenguer,26,2024,80,80,23000000.0,33000.0,76,77,58,77,70,82,76,75,70,81,85,81,87,79,88,76,83,80,55,72,76,65,77,80,69,81,65,65,64,14,16,8,6,13
Aleix García,25,2023,79,82,23000000.0,30000.0,80,73,51,83,56,79,79,74,80,82,66,65,75,77,85,77,65,75,65,75,65,75,76,81,60,78,68,74,67,16,8,9,10,7
J. Willock,22,2027,78,84,22500000.0,70000.0,66,74,70,79,66,83,67,46,74,80,80,84,79,79,75,75,67,83,66,68,70,77,79,80,62,78,70,75,62,11,6,12,8,9
M. Arnold,28,2026,81,81,22500000.0,55000.0,69,75,58,81,84,78,83,81,83,82,63,67,68,82,67,88,61,81,73,87,77,80,76,78,54,79,78,80,74,11,9,11,10,10
C. Baumgartner,22,2025,78,84,22500000.0,32000.0,62,76,70,78,74,82,65,52,76,79,82,70,81,77,79,73,69,69,49,65,62,34,77,80,65,75,31,54,49,10,11,9,14,11
M. Pašalić,27,2025,80,80,22500000.0,56000.0,68,80,65,81,73,82,69,59,79,86,72,77,74,74,54,78,70,83,75,76,76,72,84,77,61,77,61,72,64,11,13,13,13,14
L. Spinazzola,29,2024,81,81,22500000.0,71000.0,82,60,69,78,59,80,66,45,64,80,93,90,80,79,69,68,69,72,66,68,71,78,77,72,59,69,78,78,75,11,13,12,15,14
D. Frattesi,22,2026,78,84,22500000.0,30000.0,67,73,61,83,68,80,68,65,78,85,80,78,74,78,74,75,71,77,63,65,73,63,76,82,64,77,65,69,68,5,10,8,11,10
Saúl,27,2026,80,80,22500000.0,58000.0,69,73,80,80,76,79,73,61,79,80,68,69,72,78,67,80,80,75,75,78,75,78,77,80,68,80,76,77,76,7,13,12,10,9
L. Ocampos,27,2024,80,80,22500000.0,36000.0,77,79,77,79,81,83,80,65,72,82,79,81,78,80,61,83,80,89,81,77,81,70,81,77,79,81,58,57,55,11,8,15,12,7
Joan Jordán,27,2027,80,80,22500000.0,33000.0,70,76,47,81,59,79,81,81,81,80,55,62,66,78,57,79,53,78,75,80,78,76,76,81,69,75,67,79,59,13,12,13,12,9
Renan Lodi,24,"Jun 30, 2023",79,82,22000000.0,43000.0,79,65,70,75,59,77,81,57,75,77,82,81,84,76,82,76,78,82,67,68,77,74,74,72,55,76,73,76,79,,,,,
M. Olise,20,2026,78,84,22000000.0,46000.0,77,71,36,78,58,83,78,70,76,82,81,79,91,73,87,74,51,68,46,68,66,48,69,78,67,74,52,56,46,9,11,9,10,10
A. Kramarić,31,2025,81,81,22000000.0,50000.0,73,80,69,81,79,82,79,77,65,83,75,68,83,83,86,82,73,76,69,78,71,21,81,79,90,79,35,20,26,8,14,14,7,15
M. Hjulmand,23,2024,77,85,22000000.0,15000.0,68,52,49,79,42,72,67,61,77,76,58,65,60,78,59,65,64,85,76,59,79,78,62,76,47,70,65,73,64,11,6,10,11,6
Dani Ceballos,25,2023,79,81,22000000.0,130000.0,74,68,41,82,62,83,77,67,79,84,69,60,79,77,78,76,50,76,60,75,75,72,78,79,55,81,66,71,69,12,15,16,7,13
M. Arambarri,26,2028,80,81,22000000.0,32000.0,63,55,62,78,61,76,75,70,77,80,69,59,70,77,75,83,53,78,78,77,83,81,60,77,50,70,82,81,80,7,13,13,15,7
M. Solomon,22,"Jun 30, 2023",77,84,21500000.0,1000.0,72,74,38,78,46,84,78,72,71,75,84,82,84,66,80,75,55,66,64,71,30,35,74,73,58,78,50,47,35,12,11,9,13,10
H. Traorè,22,"Jun 30, 2023",77,84,21500000.0,29000.0,70,71,64,74,66,83,70,67,70,81,83,79,84,73,73,74,72,65,60,67,59,50,73,74,64,67,60,60,61,8,10,14,12,11
M. Caqueret,22,2026,78,83,21500000.0,52000.0,59,55,48,81,49,78,66,64,77,80,78,75,86,78,84,63,42,85,56,59,83,80,69,78,53,78,75,80,71,8,5,12,5,15
S. Özcan,24,2026,79,82,21500000.0,38000.0,62,66,73,78,51,76,59,53,77,76,77,72,78,76,84,65,77,83,80,53,84,81,68,74,57,76,75,76,74,13,7,9,9,11
P. Wimmer,21,2027,77,84,21500000.0,36000.0,71,68,44,74,57,83,54,50,63,78,85,80,84,74,78,77,75,83,72,66,60,48,76,76,52,68,53,47,45,12,13,9,14,13
B. Cristante,27,2024,80,81,21500000.0,63000.0,70,68,76,82,70,76,68,62,85,80,55,53,62,75,54,83,71,88,79,77,75,74,76,79,58,82,83,79,72,3,5,3,3,5
I. Ilić,21,"Jun 30, 2023",77,84,21500000.0,21000.0,71,68,58,81,61,78,72,63,80,81,73,69,73,71,68,81,68,73,70,77,71,65,68,80,59,69,69,68,64,10,10,8,11,14
D. Udogie,19,"Jun 30, 2023",77,86,21500000.0,36000.0,76,64,64,74,58,76,59,51,64,78,86,89,80,74,70,71,62,79,75,59,76,68,69,60,46,64,68,73,70,,,,,
William Carvalho,30,2026,81,81,21500000.0,30000.0,66,66,70,84,50,82,82,50,82,81,49,50,45,75,42,75,63,81,89,69,76,80,73,83,60,86,78,74,70,6,6,5,14,14
Lee Kang In,21,2025,77,84,21500000.0,20000.0,73,73,65,79,75,80,77,81,75,80,76,75,82,68,87,76,33,59,59,69,67,29,75,78,70,72,26,23,28,11,12,12,8,14
E. Ávila,28,2026,80,80,21500000.0,40000.0,59,81,80,71,79,79,58,57,62,77,75,83,72,78,86,85,80,76,86,77,90,38,80,68,77,72,38,46,41,11,6,6,10,14
S. McTominay,25,2025,79,82,21000000.0,95000.0,65,70,78,77,64,77,68,57,78,75,60,62,61,74,54,85,72,80,85,80,90,80,72,70,60,76,75,79,72,9,6,6,10,11
M. Almirón,28,2026,80,80,21000000.0,105000.0,72,79,43,79,75,83,78,68,67,80,89,86,86,81,68,78,48,86,53,72,69,57,82,77,69,79,57,58,49,6,9,13,13,12
E. Eze,24,2025,78,83,21000000.0,48000.0,72,76,49,78,63,83,73,70,71,81,77,77,82,73,79,71,67,74,68,74,58,52,72,77,71,79,40,58,42,10,12,9,14,10
K. Mitoma,25,2025,79,80,21000000.0,68000.0,69,76,52,78,69,87,71,62,59,84,89,79,89,75,78,69,65,72,62,68,58,57,75,80,63,77,56,59,54,10,13,10,14,9
K. Volland,29,2024,80,80,21000000.0,66000.0,78,82,76,80,85,79,79,80,74,79,70,69,73,80,78,86,76,82,85,83,80,45,84,80,72,83,36,50,38,8,7,9,7,12
Danilo Pereira,30,2025,81,81,21000000.0,81000.0,56,57,83,80,55,73,54,53,77,75,47,63,53,80,49,75,76,83,89,67,81,79,70,70,57,77,80,81,69,,,,,
Renato Sanches,24,2027,78,83,21000000.0,62000.0,73,60,61,80,68,80,69,68,76,79,85,82,84,80,89,85,84,77,83,76,84,75,74,79,68,83,73,74,65,5,12,6,13,14
R. Malinovskyi,29,"Jun 30, 2023",80,80,21000000.0,63000.0,79,74,74,82,70,82,85,86,80,83,76,76,69,79,73,89,74,82,81,86,78,66,79,82,84,75,55,72,50,6,6,12,15,13
Balde,18,2024,77,87,21000000.0,29000.0,76,51,63,78,32,75,56,28,65,77,90,91,81,70,74,53,45,75,63,39,47,68,63,72,41,64,66,74,75,,,,,
Coutinho,30,2026,80,80,20500000.0,88000.0,77,74,48,82,78,82,86,82,75,85,74,52,91,78,92,77,58,55,52,83,59,49,80,81,72,79,55,54,47,12,7,9,14,6
Fred,29,2024,80,80,20500000.0,120000.0,73,63,56,83,62,78,78,74,80,80,78,75,89,87,88,79,82,94,52,68,85,83,75,76,64,76,72,81,70,7,16,15,11,15
J. Veretout,29,2025,80,80,20500000.0,49000.0,69,71,59,82,67,77,73,72,80,81,78,74,77,80,81,83,72,82,78,77,80,76,75,79,80,80,76,81,77,9,10,11,8,9
M. Dahoud,26,2023,79,80,20500000.0,49000.0,67,62,44,83,66,86,78,53,79,83,78,60,87,79,87,81,71,87,59,75,74,77,69,80,55,75,74,64,59,14,7,9,12,11
E. Forsberg,30,2025,80,80,20500000.0,58000.0,81,74,44,85,65,82,79,75,77,84,69,60,78,83,82,71,53,69,59,72,61,44,77,83,79,80,38,27,20,13,7,9,15,11
R. Gosens,27,"Jun 30, 2023",80,80,20500000.0,51000.0,80,78,79,78,69,78,69,58,75,80,78,82,71,79,66,76,90,84,76,68,80,76,79,67,55,77,73,77,76,7,16,15,16,10
Á. Di María,34,2023,84,84,20500000.0,160000.0,85,74,53,87,78,90,92,88,81,91,80,79,91,84,75,83,70,74,61,86,72,42,82,89,73,89,41,55,52,10,7,11,12,11
Edgar,25,2025,79,82,20500000.0,25000.0,50,52,73,76,37,60,32,30,73,73,64,67,51,80,44,54,56,79,77,46,82,83,52,72,32,70,84,83,78,7,14,7,12,8
L. Sinisterra,23,2027,78,82,20000000.0,37000.0,68,73,69,75,73,85,64,48,65,81,92,87,93,74,87,73,89,70,57,72,56,50,76,73,55,77,56,48,47,15,13,9,13,9
S. Longstaff,24,2025,78,82,20000000.0,70000.0,63,60,53,80,56,75,70,69,77,78,61,61,59,79,72,77,62,86,67,69,59,79,75,78,54,77,75,75,64,6,8,13,14,12
C. Doucouré,22,2026,78,83,20000000.0,43000.0,54,56,58,77,48,76,59,47,77,77,66,69,70,76,71,59,66,78,78,56,77,80,67,74,52,77,74,77,74,10,14,12,12,15
S. Abdul Samed,22,2027,77,84,20000000.0,26000.0,48,48,67,77,38,68,49,34,71,75,63,66,65,76,69,49,74,87,73,45,83,77,58,72,45,75,76,78,70,,,,,
C. Tolisso,27,2027,80,80,20000000.0,64000.0,65,75,83,82,73,77,72,67,84,83,66,66,73,81,72,86,83,66,75,83,82,77,77,79,61,75,75,78,72,7,10,14,9,14
R. Doan,24,2024,78,82,20000000.0,27000.0,72,70,45,78,59,82,74,67,68,81,84,82,86,76,93,76,34,77,59,75,41,44,72,78,58,74,39,36,42,8,5,6,13,14
A. Haidara,24,2025,78,82,20000000.0,43000.0,74,69,50,80,61,81,75,62,75,81,74,66,78,78,76,77,85,81,65,77,69,76,74,77,62,76,70,71,64,7,11,8,7,10
A. Saelemaekers,23,2026,78,82,20000000.0,57000.0,80,68,45,77,65,81,76,67,70,81,82,79,87,76,77,64,77,80,59,74,68,65,74,71,44,74,68,66,61,9,6,9,12,12
Vinicius Souza,23,2025,77,84,20000000.0,16000.0,45,38,73,72,30,68,48,43,72,71,65,68,63,76,46,80,66,80,83,57,80,83,29,62,36,63,75,81,78,14,14,9,13,8
Douglas Luiz,24,2026,78,83,19500000.0,59000.0,83,70,62,82,58,76,87,76,83,83,69,65,74,77,74,78,66,76,68,82,74,77,61,80,47,82,75,75,66,12,6,13,10,7
N. Vlašić,24,"Jun 30, 2023",78,81,19500000.0,63000.0,71,73,65,80,71,82,70,72,74,82,79,78,78,77,88,80,55,78,70,80,75,62,75,77,66,77,54,62,37,6,14,15,9,14
R. Tapia,26,2024,79,81,19500000.0,26000.0,65,62,73,78,64,66,65,54,75,71,69,67,66,73,77,78,76,86,86,60,79,77,68,69,68,70,76,84,80,,,,,
A. Golovin,26,2026,79,79,19000000.0,55000.0,75,70,42,79,70,83,80,79,74,82,76,78,86,77,77,78,65,80,56,75,76,71,76,79,52,80,45,72,66,12,14,14,10,16
B. Sosa,24,2025,78,81,19000000.0,24000.0,88,41,64,79,44,81,83,68,75,79,78,75,74,81,69,70,68,79,69,65,66,74,69,79,31,78,73,76,72,10,6,6,8,9
S. Sensi,26,"Jun 30, 2023",79,79,19000000.0,66000.0,78,53,45,88,59,84,80,81,83,88,79,69,82,72,85,69,68,65,50,74,71,70,62,86,73,78,61,69,74,10,6,8,11,13
M. Lopez,24,2025,78,81,19000000.0,30000.0,75,72,62,83,65,79,79,73,76,83,73,69,90,77,93,70,69,85,34,73,77,68,63,81,68,73,68,69,63,7,14,13,11,6
Munir,26,2023,79,79,19000000.0,33000.0,76,79,75,80,80,81,81,67,70,82,79,74,83,75,80,78,66,68,59,77,58,25,75,78,66,75,38,27,25,9,12,6,13,16
T. Adams,23,2027,78,82,18500000.0,34000.0,55,48,65,78,33,71,52,42,73,73,85,76,77,77,85,51,84,89,68,46,80,76,65,72,51,77,77,80,74,6,13,12,8,7
N. Keïta,27,2023,79,79,18500000.0,100000.0,63,72,42,82,75,84,64,67,75,84,77,63,88,79,90,74,52,70,62,73,78,76,74,80,58,83,69,73,67,7,14,15,14,9
S. March,27,2026,79,79,18500000.0,71000.0,79,69,48,78,56,83,76,67,70,79,77,75,75,75,77,74,46,78,60,73,58,69,78,77,55,79,70,68,65,9,11,7,13,15
N. Pépé,27,"Jun 30, 2023",79,79,18500000.0,83000.0,76,76,57,75,70,85,81,79,66,81,87,88,86,74,75,80,66,66,68,76,43,33,77,74,85,75,36,34,30,11,14,11,6,8
V. Rongier,27,2026,79,79,18500000.0,44000.0,65,57,53,82,66,78,74,69,80,82,74,72,74,80,88,74,77,88,77,66,84,84,64,79,65,82,80,81,75,11,8,12,7,11
J. Clauss,29,2025,80,80,18500000.0,45000.0,84,68,58,75,56,77,77,74,67,78,85,83,83,81,70,77,62,86,63,68,67,68,75,75,52,76,67,75,72,15,14,15,8,15
C. Günter,29,2026,80,80,18500000.0,34000.0,86,51,67,73,39,73,77,68,64,71,79,83,64,78,64,74,53,92,82,63,84,77,66,59,46,71,74,77,75,9,15,9,8,14
A. Lookman,24,2026,78,80,18500000.0,46000.0,66,85,54,74,66,86,69,51,56,80,89,86,90,76,85,79,64,69,59,75,62,32,85,76,62,78,27,23,24,12,12,9,15,6
R. Karsdorp,27,2025,79,79,18500000.0,66000.0,78,53,70,79,69,77,70,60,76,83,79,89,70,80,70,75,73,85,79,69,79,77,77,70,52,78,76,78,75,13,7,14,16,15
G. Castrovilli,25,2024,78,81,18500000.0,50000.0,75,69,50,82,58,82,64,45,78,83,75,74,84,78,80,65,58,73,66,67,63,68,78,76,56,77,64,70,70,14,12,11,11,15
A. Barák,27,2027,79,79,18500000.0,58000.0,77,76,68,81,72,82,77,72,79,83,75,73,73,77,69,82,60,86,75,78,64,64,79,81,70,80,61,67,65,14,15,10,12,11
M. Pessina,25,"Jun 30, 2023",78,81,18500000.0,46000.0,70,70,63,83,68,80,76,52,76,82,69,75,69,78,65,74,59,81,68,68,70,72,78,80,60,78,72,73,68,13,9,7,13,7
Isi Palazón,27,2028,79,79,18500000.0,25000.0,76,77,35,78,65,81,75,74,72,79,87,83,86,74,81,75,81,73,65,78,55,41,75,77,78,76,39,41,37,11,8,10,13,15
Alex Telles,29,"Jun 30, 2023",80,80,18500000.0,110000.0,84,63,66,80,66,77,87,79,79,79,78,79,75,79,70,87,81,82,62,83,76,79,76,78,83,75,74,77,76,13,8,12,11,14
N. Maksimović,27,2024,79,79,18500000.0,33000.0,65,74,73,79,49,75,63,72,78,78,52,51,59,80,54,72,76,83,75,76,73,81,79,79,51,76,76,79,70,,,,,
Luis Milla,27,2027,79,79,18500000.0,33000.0,72,70,48,81,51,72,71,73,77,79,74,66,70,79,77,76,71,85,70,75,70,80,79,78,73,79,76,81,74,12,13,8,10,10
T. Souček,27,2024,79,80,18000000.0,66000.0,68,70,82,75,59,72,63,53,75,75,51,60,52,78,54,73,85,88,84,70,77,81,74,72,70,73,79,82,77,11,13,5,6,8
E. Skhiri,27,2023,79,80,18000000.0,31000.0,67,73,75,79,60,76,72,55,74,77,65,63,74,78,64,75,76,91,67,72,77,85,72,66,58,77,80,79,71,15,14,8,14,14
Sergi Roberto,30,2024,80,80,18000000.0,125000.0,81,63,70,81,50,78,78,60,78,80,71,77,69,77,73,65,41,88,69,66,67,76,69,81,57,76,74,76,74,,,,,
Arthur,25,"Jun 30, 2023",78,80,17500000.0,86000.0,78,56,51,83,69,83,79,60,82,86,67,69,79,78,90,76,69,67,65,73,70,74,70,77,69,86,73,72,71,6,13,13,11,12
K. Demirbay,28,2024,79,79,17500000.0,57000.0,74,75,48,80,59,82,85,80,80,83,62,55,78,76,78,80,69,79,67,78,75,70,77,82,68,78,74,75,71,14,15,11,14,14
T. Delaney,30,"Jun 30, 2023",80,80,17500000.0,31000.0,68,68,81,77,67,71,71,68,79,75,73,71,72,77,72,78,91,84,77,73,85,82,75,71,60,78,82,80,81,8,12,11,14,15
L. Paredes,28,"Jun 30, 2023",79,79,17500000.0,82000.0,77,52,56,85,71,81,83,78,85,85,65,65,69,70,75,86,65,75,75,72,87,74,62,86,64,82,70,75,77,9,14,6,9,10
A. Rebić,28,2025,79,79,17500000.0,74000.0,76,77,73,77,81,81,75,66,66,80,83,88,74,82,71,81,66,72,79,78,84,39,80,73,65,75,48,50,31,13,15,12,13,14
R. Krunić,28,2025,79,79,17500000.0,68000.0,70,70,66,82,66,78,69,70,78,82,73,69,73,79,70,76,74,79,72,75,69,74,76,77,66,75,74,75,75,,,,,
G. Wijnaldum,31,"Jun 30, 2023",80,80,17500000.0,83000.0,71,70,78,80,67,79,78,73,79,81,69,69,82,78,88,73,80,78,73,73,75,80,79,79,74,80,76,78,70,16,6,14,12,6
Rubén García,28,2024,79,79,17500000.0,35000.0,80,79,54,80,59,79,77,79,79,80,84,72,81,73,86,77,65,64,46,78,58,38,74,78,69,67,45,47,41,9,14,13,14,10
F. Coquelin,31,2024,80,80,17500000.0,39000.0,69,65,63,84,60,80,71,53,81,81,69,68,73,81,77,75,80,76,80,72,85,78,77,80,52,78,80,79,79,9,9,8,10,15
C. Jones,21,2025,77,83,17000000.0,65000.0,65,65,50,79,60,80,68,51,76,81,69,68,77,75,76,74,57,79,69,73,71,71,72,76,60,82,69,72,64,6,13,7,11,7
